nodeName,packetNumber,temperature,brightness,humidity,onBoardTemp,sent,received
\\x82\\x0cr\\x80\\x0c\\x1c\\x82\\x0c\\x8e\\x92L\\x8ep\\x0c\\x8e\\x8c\\x0c\\x1c\\x8e\\xfc,706362520037,706362520363
2,48,20,231,43,23,706362521331,706362521723
3,48,19,191,51,22,706362523137,706362523730
4,48,20,444,40,24,706362524113,706362524547
5,48,21,131,47,23,706362525054,706362526273
6,48,19,645,46,23,706362526917,706362527269
7,48,20,234,46,22,706362528369,706362528826
2,49,21,358,43,23,706362531849,706362532238
3,49,20,191,50,22,706362533655,706362534245
4,49,20,451,39,24,706362534630,706362535066
5,49,20,148,47,23,706362535571,706362536786
6,49,18,507,45,23,706362537434,706362537790
7,49,21,234,46,22,706362538887,706362539346
1,52,21,467,42,23,706362541068,706362541209
2,50,21,369,43,23,706362542366,706362542753
3,50,20,193,50,22,706362544173,706362544763
4,50,20,428,40,24,706362545147,706362545584
5,50,21,149,47,23,706362546088,706362547309
6,50,18,652,45,23,706362547951,706362548301
7,50,19,241,46,22,706362549404,706362549868
2,51,20,250,44,23,706362552884,706362553273
3,51,20,193,50,22,706362554692,706362555289
4,51,20,432,40,24,706362555665,706362556106
5,51,21,150,47,23,706362556606,706362557822
6,51,19,514,45,23,706362558469,706362558819
7,51,20,248,46,22,706362559921,706362560377
1,54,19,477,42,23,706362562102,706362562243
2,52,20,257,44,23,706362563402,706362563800
3,52,20,148,51,23,706362565211,706362565804
4,52,22,437,40,24,706362566182,706362566619
5,52,21,135,46,23,706362567123,706362568340
6,52,20,797,46,23,706362568986,706362569340
7,52,19,250,46,22,706362570439,706362570897
1,55,21,450,42,23,706362572619,706362572758
2,53,20,390,44,23,706362573919,706362574307
3,53,19,195,51,23,706362575729,706362576321
4,53,21,469,40,24,706362576699,706362577134
5,53,21,136,46,24,706362577641,706362578854
6,53,20,658,46,23,706362579504,706362579857
7,53,21,257,46,22,706362580957,706362581417
1,56,22,481,42,23,706362583136,706362583275
2,54,21,271,44,23,706362584437,706362584824
3,54,20,165,51,23,706362586247,706362586844
4,54,21,476,41,24,706362587216,706362587656
5,54,21,154,47,24,706362588158,706362589372
6,54,19,662,46,23,706362590021,706362590376
7,54,20,265,47,22,706362591474,706362591933
1,57,20,458,42,23,706362593651,706362593795
2,55,21,415,44,23,706362594956,706362595348
3,55,19,280,51,23,706362596765,706362597357
4,55,21,480,41,24,706362597733,706362598167
5,55,21,156,46,24,706362598674,706362599888
6,55,19,524,46,23,706362600538,706362600889
7,55,20,154,46,22,706362601992,706362602451
1,58,21,460,43,23,706362604169,706362604309
2,56,20,401,44,23,706362605473,706362605860
3,56,20,176,51,23,706362607283,706362607875
4,56,20,455,40,24,706362608251,706362608687
5,56,20,156,46,24,706362609191,706362610408
6,56,19,523,46,23,706362611056,706362611410
7,56,21,274,46,22,706362612509,706362612966
2,57,20,404,44,23,706362615990,706362616383
3,57,20,199,51,23,706362617802,706362618394
4,57,20,461,40,24,706362618768,706362619208
5,57,21,157,47,24,706362619707,706362620924
6,57,20,528,46,23,706362621573,706362621924
7,57,20,164,46,22,706362623027,706362623487
1,60,22,494,43,23,706362625205,706362625351
2,58,20,287,44,23,706362626508,706362626895
3,58,19,199,51,23,706362628320,706362628915
4,58,21,624,40,24,706362629285,706362629722
5,58,20,142,47,24,706362630224,706362631440
6,58,20,535,46,23,706362632091,706362632441
7,58,21,283,46,22,706362633544,706362634003
1,61,21,492,42,23,706362635722,706362635860
2,59,19,411,44,23,706362637025,706362637420
3,59,20,70,51,23,706362638838,706362639427
4,59,20,470,40,24,706362639803,706362640242
5,59,21,159,46,24,706362640741,706362641953
6,59,20,680,45,23,706362642608,706362642963
7,59,21,172,46,22,706362644062,706362644517
1,62,19,492,42,23,706362646238,706362646379
2,60,20,414,44,23,706362647542,706362647931
3,60,20,177,51,23,706362649356,706362649947
4,60,21,475,40,24,706362650320,706362650753
5,60,21,161,46,24,706362651259,706362652476
6,60,19,680,45,23,706362653126,706362653473
7,60,20,175,45,22,706362654580,706362655039
1,63,20,491,43,23,706362656756,706362656893
2,61,21,418,44,23,706362658060,706362658447
3,61,19,199,51,23,706362659874,706362660467
4,61,20,512,40,24,706362660837,706362661278
5,61,21,162,45,24,706362661774,706362662985
6,61,20,543,46,23,706362663643,706362663993
7,61,21,183,45,22,706362665097,706362665552
